Year,Region,Latitude,Longitude,Disaster Type,Severity Score,Claim Frequency,Claim Amount (USD),Risk Score,Risk Category
2012,China,35.0617,106.0504,Flood,7.8,1772,66079806.94,55.5,Medium
2017,Mexico,23.1687,-104.3723,Flood,4.8,1965,76560599.59,46.5,Medium
2018,China,33.9852,105.242,Drought,6.6,788,22421731.24,36.5,Low
2020,Italy,43.111,12.9238,Wildfire,6.5,494,54637368.45,36.4,Low
2017,UK,57.0843,-2.4204,Tornado,6.5,379,28784429.11,32.7,Low
2014,Australia,-23.3064,133.909,Hurricane/Typhoon,7.9,2425,134844653.1,69.3,Medium
2012,Canada,55.9993,-104.3695,Flood,8.1,1349,68774045.62,52.8,Medium
2019,Canada,54.4721,-107.3403,Hurricane/Typhoon,6.4,1916,81078169.75,52.9,Medium
2016,Australia,-26.195,132.7721,Wildfire,8.5,62,3639489.83,35.0,Low
2020,Brazil,-14.946,-52.8619,Flood,6.1,2001,30813762.36,47.5,Medium
2023,USA,36.5249,-95.159,Hurricane/Typhoon,6.6,2673,257490238.3,78.9,High
2017,Australia,-24.8287,133.0261,Flood,4.8,1331,35510196.38,36.1,Low
2011,Germany,50.0697,9.148,Tornado,7.0,129,3465816.4,29.6,Low
2017,USA,37.8278,-94.2677,Hurricane/Typhoon,5.2,1233,53818935.96,38.5,Low
2015,Philippines,11.9062,120.7998,Wildfire,8.9,411,36098497.77,43.3,Medium
2016,USA,36.0288,-97.2733,Hurricane/Typhoon,5.5,617,33452951.89,31.5,Low
2015,Australia,-25.7846,135.0608,Hurricane/Typhoon,7.6,1459,70885177.87,52.1,Medium
2015,Australia,-24.1173,133.1099,Hurricane/Typhoon,7.6,2227,215014117.56,74.2,High
2020,Australia,-27.1454,133.2432,Earthquake,6.5,655,54407073.5,38.0,Low
2011,China,37.0921,104.2332,Wildfire,7.3,402,46549906.98,37.9,Low
2023,India,20.9207,79.5882,Flood,7.4,521,30209179.84,37.8,Low
2012,Canada,58.0993,-106.0784,Drought,5.5,956,19865056.38,33.5,Low
2015,USA,38.6039,-94.5172,Hurricane/Typhoon,7.6,2431,161566800.01,70.9,High
2016,Japan,37.544,137.4223,Flood,5.1,1682,42706117.24,41.5,Medium
2021,Australia,-23.3804,134.5423,Hurricane/Typhoon,8.8,1979,122129768.92,67.2,Medium
2017,India,20.6126,80.6185,Wildfire,7.7,509,53466016.57,41.2,Medium
2014,Japan,37.5113,140.197,Drought,4.0,934,21932283.77,27.5,Low
2020,China,36.2822,105.3734,Earthquake,6.4,468,61084628.67,36.4,Low
2016,Canada,56.434,-105.8095,Wildfire,9.0,514,26258130.81,43.8,Medium
2023,USA,36.1435,-95.4917,Drought,6.0,358,9805324.97,28.6,Low
2022,Mexico,21.7257,-103.8823,Flood,6.3,2368,133408467.23,62.2,Medium
2018,Italy,41.2875,12.1693,Hurricane/Typhoon,7.8,787,47384087.61,43.8,Medium
2010,Mexico,22.9766,-102.115,Flood,7.2,502,24218326.88,36.2,Low
2017,India,20.3856,78.5955,Hurricane/Typhoon,8.3,1484,126822052.16,60.7,Medium
2011,Philippines,13.8038,122.6648,Hurricane/Typhoon,8.3,2386,107435303.57,67.8,Medium
2015,Italy,42.2442,12.0395,Hurricane/Typhoon,6.5,2096,106064591.68,57.6,Medium
2014,Philippines,11.9872,122.862,Flood,6.2,397,16033206.36,30.4,Low
2015,Italy,42.1893,13.9363,Hurricane/Typhoon,6.3,1604,137042572.63,54.9,Medium
2011,Canada,54.2977,-104.5598,Tornado,7.3,230,11764062.59,32.7,Low
2022,Brazil,-13.7681,-53.5221,Earthquake,6.4,330,45670774.73,33.5,Low
2016,Japan,34.8773,140.0068,Earthquake,8.1,158,30168820.56,37.0,Low
2023,China,34.424,103.0174,Tornado,7.4,24,1341683.82,30.0,Low
2018,USA,38.6526,-95.5583,Flood,6.2,305,9646944.17,28.8,Low
2023,Australia,-23.4785,133.476,Hurricane/Typhoon,5.5,2158,124509035.93,56.0,Medium
2010,USA,37.9153,-94.331,Hurricane/Typhoon,6.7,1377,62256689.61,46.8,Medium
2020,USA,36.2038,-95.0351,Drought,6.2,555,13623713.65,31.7,Low
2023,Australia,-25.2418,132.8744,Hurricane/Typhoon,7.1,603,49692378.62,39.4,Low
2018,Australia,-23.5711,133.5035,Drought,6.2,750,10355980.16,33.3,Low
2017,Brazil,-12.8795,-51.4157,Drought,5.5,603,7680708.55,28.8,Low
2016,India,22.3626,79.6534,Earthquake,6.5,241,40494575.01,32.5,Low
2010,Australia,-26.4757,135.2735,Drought,6.4,538,5414407.36,31.5,Low
2013,USA,37.3209,-96.8758,Flood,5.9,1277,54402779.54,41.8,Medium
2018,China,34.7989,103.5848,Hurricane/Typhoon,8.8,1529,138285070.44,64.3,Medium
2015,Italy,42.5419,12.5209,Hurricane/Typhoon,7.4,2525,173865296.46,72.2,High
2019,USA,35.5395,-94.1864,Wildfire,6.3,507,36898341.17,34.0,Low
2022,China,34.3233,104.0489,Earthquake,6.4,763,97489057.21,43.0,Medium
2017,USA,38.6187,-94.3495,Tornado,6.7,361,12307068.48,31.6,Low
2020,Australia,-25.2401,135.3292,Wildfire,5.3,380,25958699.73,27.6,Low
2017,Australia,-25.7045,133.5378,Earthquake,9.2,324,44796449.66,44.5,Medium
2022,Japan,36.7451,136.4325,Hurricane/Typhoon,5.9,982,70861891.74,40.5,Medium
2010,UK,53.8113,-1.557,Hurricane/Typhoon,5.5,2510,103399939.44,57.4,Medium
2013,Philippines,14.0797,120.131,Wildfire,9.1,114,10926354.03,38.6,Low
2014,Germany,50.6084,9.2438,Flood,6.4,1139,31958559.49,40.2,Medium
2018,Japan,35.6955,137.9036,Hurricane/Typhoon,6.0,355,14968396.91,29.0,Low
2012,USA,38.8514,-97.2999,Earthquake,7.7,210,23933860.99,35.3,Low
2014,USA,37.6162,-94.9577,Flood,7.4,1747,77719519.5,54.8,Medium
2017,USA,38.0521,-96.63,Flood,4.3,1901,30239089.18,39.2,Low
2021,Philippines,13.0368,123.4459,Flood,6.6,1802,42784496.06,48.7,Medium
2017,China,35.1088,103.4849,Hurricane/Typhoon,5.1,1422,96033829.1,44.2,Medium
2011,USA,38.967,-95.4052,Earthquake,7.5,277,54299301.6,38.2,Low
2010,Brazil,-14.2966,-50.2893,Hurricane/Typhoon,6.0,370,36848017.82,31.4,Low
2020,Philippines,14.6758,122.8208,Wildfire,7.0,75,5836080.25,29.3,Low
2019,Japan,35.6793,138.5026,Hurricane/Typhoon,6.3,2880,283821251.5,82.4,High
2022,USA,35.767,-94.2507,Hurricane/Typhoon,6.0,878,56360316.44,38.4,Low
2013,Mexico,23.7236,-101.1914,Wildfire,5.3,555,37541126.53,30.5,Low
2021,Australia,-25.9185,132.3724,Earthquake,8.0,466,86010249.06,45.3,Medium
2012,Japan,35.0369,138.4996,Hurricane/Typhoon,7.0,2970,160808750.0,73.8,High
2014,India,20.522,79.1792,Wildfire,8.3,157,12528465.26,36.0,Low
2018,USA,35.5991,-97.6555,Hurricane/Typhoon,5.5,1108,73411731.76,40.4,Medium
2010,Canada,54.2862,-106.6433,Flood,7.6,2195,46740203.81,57.0,Medium
2018,Italy,41.5426,10.597,Flood,8.5,1310,50450202.06,52.1,Medium
2016,China,35.3465,104.7909,Flood,6.4,1037,53018302.63,41.3,Medium
2011,Canada,55.615,-105.9219,Hurricane/Typhoon,5.8,1652,157972129.33,55.5,Medium
2013,Philippines,14.2796,120.3114,Hurricane/Typhoon,8.3,340,20080835.78,38.6,Low
2023,Japan,36.082,140.2232,Flood,7.2,1016,46971745.26,43.7,Medium
2011,Brazil,-14.9059,-53.6756,Hurricane/Typhoon,5.6,1735,135643361.27,53.3,Medium
2017,Italy,41.2498,10.6165,Flood,5.3,1945,80330595.4,48.7,Medium
2011,Australia,-24.772,133.3831,Earthquake,7.9,725,75625165.72,46.4,Medium
2020,China,34.2719,103.0558,Flood,6.5,718,36517337.58,36.8,Low
2023,China,36.9242,103.5106,Wildfire,7.7,333,39182818.7,38.0,Low
2012,Philippines,13.3335,123.4069,Flood,4.0,1149,68375755.0,34.3,Low
2017,USA,38.3034,-97.124,Flood,7.9,1524,28194661.83,49.7,Medium
2021,Canada,54.6779,-105.1111,Hurricane/Typhoon,6.9,1539,107764637.21,53.8,Medium
2014,USA,37.3306,-96.2008,Earthquake,7.7,369,66655396.58,41.2,Medium
2018,Australia,-26.9572,134.1915,Flood,4.7,1337,62853233.04,38.5,Low
2021,Mexico,23.8719,-102.5896,Wildfire,8.1,495,47344992.1,42.1,Medium
2014,Japan,37.6646,139.6715,Wildfire,6.6,484,31442865.07,34.4,Low
2016,Brazil,-12.2384,-50.1624,Earthquake,6.6,60,6210019.81,27.6,Low
2023,India,19.3696,79.3048,Earthquake,9.2,309,43363577.65,44.2,Medium
2017,USA,36.1821,-95.1211,Hurricane/Typhoon,6.6,1336,75417774.26,47.3,Medium
2017,USA,37.3787,-97.5883,Wildfire,7.1,515,43425332.49,37.9,Low
2013,Germany,52.6597,11.4523,Tornado,4.2,24,1362605.51,17.2,Low
2017,Philippines,13.6926,120.4776,Tornado,4.4,71,1658764.46,18.5,Low
2018,China,34.1093,102.5799,Hurricane/Typhoon,8.9,1095,86840413.14,55.2,Medium
2012,Philippines,12.2007,122.458,Tornado,8.0,96,7136974.55,33.7,Low
2016,China,37.6372,104.2554,Drought,4.6,1467,34317272.07,36.5,Low
2013,USA,38.3902,-95.7039,Wildfire,5.4,504,26770257.39,29.3,Low
2019,China,36.6149,103.827,Hurricane/Typhoon,8.4,313,18363669.74,38.6,Low
2018,Brazil,-15.7591,-52.055,Tornado,4.4,247,6246560.15,20.7,Low
2021,Italy,40.6,10.9057,Earthquake,8.2,70,12040469.58,34.7,Low
2012,UK,54.2401,-3.9319,Flood,7.3,1210,34908747.38,44.8,Medium
2023,Philippines,14.6406,123.2283,Wildfire,8.3,367,19720183.97,38.8,Low
2011,Philippines,11.582,120.3317,Earthquake,6.8,242,27282095.27,32.3,Low
2014,Japan,38.1171,137.2874,Hurricane/Typhoon,5.4,1754,131061984.32,52.2,Medium
2022,Australia,-24.7027,133.5687,Hurricane/Typhoon,8.3,450,43640958.45,42.1,Medium
2022,China,34.4828,104.4648,Drought,4.7,1423,37308450.86,36.8,Low
2023,UK,54.1998,-2.6314,Hurricane/Typhoon,8.3,1401,63669075.49,53.6,Medium
2016,UK,54.4029,-3.5592,Flood,4.5,963,35038217.48,31.1,Low
2015,India,19.882,79.2151,Wildfire,9.1,380,37654268.35,44.0,Medium
2022,China,37.3373,102.2216,Hurricane/Typhoon,6.3,2953,278109974.05,82.5,High
2018,Japan,35.632,136.901,Hurricane/Typhoon,8.0,2098,185784781.26,71.6,High
2014,India,20.8939,78.6999,Earthquake,8.9,308,51375845.93,43.8,Medium
2023,China,35.7902,103.7946,Flood,8.2,1159,57188287.35,50.1,Medium
2010,Italy,41.8978,12.2439,Wildfire,9.3,460,42097048.83,46.0,Medium
2014,Japan,34.8655,137.4523,Hurricane/Typhoon,7.8,2446,126966304.13,68.4,Medium
2021,Canada,57.1374,-107.8204,Earthquake,9.4,142,16630021.11,40.7,Medium
2014,UK,56.576,-3.5951,Flood,4.0,804,19310708.46,26.0,Low
2023,Japan,35.4301,136.9884,Tornado,6.0,380,13179901.52,29.1,Low
2019,Philippines,14.2527,121.267,Hurricane/Typhoon,6.4,2228,162621150.2,64.1,Medium
2019,India,19.44,78.8492,Earthquake,7.6,298,51126888.76,38.5,Low
2020,USA,35.604,-94.6578,Flood,7.5,1359,70519323.26,50.6,Medium
2017,Philippines,12.5684,121.3454,Flood,6.2,310,7742631.91,28.7,Low
2023,China,36.9314,103.6665,Earthquake,8.9,675,102532785.49,52.6,Medium
2012,India,18.8991,77.8803,Hurricane/Typhoon,5.2,1536,101566521.9,46.3,Medium
2017,Australia,-24.6538,133.4728,Earthquake,7.4,542,45625126.01,39.6,Low
2018,Canada,55.8169,-107.6858,Wildfire,8.8,526,55985349.44,46.1,Medium
2017,Australia,-24.3393,134.3935,Hurricane/Typhoon,8.2,958,56657601.73,48.0,Medium
2015,Brazil,-14.694,-52.1012,Hurricane/Typhoon,8.8,1945,127100739.77,67.4,Medium
2015,USA,36.7899,-94.7417,Flood,7.6,2044,76839624.67,58.5,Medium
2018,UK,56.2181,-2.0533,Drought,3.4,466,13800445.61,19.6,Low
2022,Brazil,-14.6961,-51.2211,Flood,5.5,1256,30009089.55,37.6,Low
2018,Mexico,24.5405,-102.73,Flood,5.3,697,37676580.53,31.9,Low
2016,India,18.7903,79.3573,Earthquake,7.5,741,85613164.84,46.0,Medium
2017,Mexico,23.801,-103.8351,Earthquake,6.1,382,44205804.67,32.6,Low
2015,USA,35.5367,-94.7824,Hurricane/Typhoon,6.6,1017,45808539.37,41.2,Medium
2023,USA,37.9971,-95.1783,Hurricane/Typhoon,6.1,2176,176994790.43,63.9,Medium
2013,Japan,37.5023,139.5897,Wildfire,7.4,519,27426486.82,37.5,Low
2021,Australia,-27.1169,134.2074,Wildfire,8.7,153,11740288.18,37.5,Low
2013,Canada,54.4451,-104.6302,Wildfire,6.9,72,4527008.97,28.8,Low
2019,Philippines,13.7564,122.7407,Flood,8.1,676,34282674.66,42.6,Medium
2016,Brazil,-12.2503,-51.4577,Hurricane/Typhoon,8.2,500,31227091.6,40.9,Medium
2013,Germany,52.2029,10.1978,Wildfire,8.5,333,28341435.5,40.2,Medium
2023,USA,36.6847,-96.985,Earthquake,6.0,262,21548523.75,28.8,Low
2022,India,19.1091,78.0282,Hurricane/Typhoon,8.9,1603,73463665.53,59.0,Medium
2016,Japan,37.036,137.1342,Hurricane/Typhoon,7.9,2795,250483703.56,84.6,High
2010,China,36.3991,103.505,Earthquake,9.3,62,7511553.35,38.6,Low
2015,Australia,-23.9795,132.3771,Tornado,6.2,282,17445513.16,29.4,Low
2021,China,34.8828,102.3191,Tornado,8.4,333,16381039.6,38.6,Low
2017,Canada,54.4624,-105.348,Hurricane/Typhoon,6.2,1591,106740112.11,51.4,Medium
2021,India,19.2136,79.2997,Hurricane/Typhoon,7.3,2001,199598850.38,69.2,Medium
2022,USA,38.9834,-95.4842,Hurricane/Typhoon,5.9,2501,119802510.24,60.6,Medium
2016,China,37.2587,102.5779,Flood,8.5,1385,31907643.48,51.0,Medium
2016,Japan,37.3101,139.1878,Hurricane/Typhoon,6.6,1191,77523142.48,46.1,Medium
2020,China,35.1376,103.6427,Flood,8.0,1501,56443168.92,52.7,Medium
2022,Brazil,-15.3296,-52.3041,Wildfire,6.3,510,31103750.58,33.4,Low
2023,Italy,41.4702,10.5733,Tornado,7.4,345,10466002.83,34.1,Low
2020,Italy,41.4034,13.1724,Drought,4.6,1403,14844890.37,33.9,Low
2012,Japan,36.6388,138.2634,Flood,6.6,1874,107843089.0,55.9,Medium
2017,Australia,-26.2702,134.0472,Hurricane/Typhoon,5.4,1816,75115518.4,47.3,Medium
2010,China,37.0195,103.7474,Hurricane/Typhoon,5.8,961,64834954.63,39.3,Low
2012,Philippines,11.8273,121.6587,Wildfire,5.9,185,13044115.81,26.8,Low
2018,Italy,40.698,12.4047,Flood,6.7,1190,60516152.97,44.8,Medium
2019,Canada,56.1309,-107.8954,Hurricane/Typhoon,6.3,952,52066600.49,39.9,Low
2015,Philippines,11.1494,122.7644,Wildfire,6.8,582,69658077.57,40.0,Medium
2023,Mexico,21.9115,-102.8816,Earthquake,8.5,173,28699901.13,38.6,Low
2011,China,37.8168,105.0491,Hurricane/Typhoon,8.3,544,31322314.65,41.8,Medium
2023,India,21.8793,80.035,Earthquake,8.5,573,89108481.2,48.6,Medium
2023,India,21.7397,77.3745,Tornado,7.4,306,19955689.45,34.7,Low
2017,USA,35.7658,-96.0584,Earthquake,9.2,544,57234347.77,48.0,Medium
2011,USA,37.6581,-97.4137,Tornado,6.2,135,8831542.68,27.0,Low
2018,Australia,-24.5132,133.0926,Hurricane/Typhoon,6.0,1427,107974936.47,49.1,Medium
2017,UK,53.9621,-4.2763,Flood,5.7,1685,79399122.3,47.6,Medium
2010,Australia,-24.4067,134.0406,Earthquake,8.5,739,85269924.39,49.9,Medium
2021,Philippines,13.6503,120.3561,Earthquake,7.3,702,75359814.77,43.8,Medium
2012,Mexico,23.9629,-103.9565,Flood,5.6,2283,110829549.4,56.3,Medium
2016,Canada,55.7534,-105.8662,Flood,5.5,838,34710876.9,33.9,Low
2023,Germany,51.2533,9.9619,Drought,5.6,1175,23078233.37,36.5,Low
2020,Germany,50.6795,11.125,Flood,5.0,1045,26223177.25,33.1,Low
2012,Australia,-24.1579,134.9271,Hurricane/Typhoon,6.4,2181,161752729.76,63.6,Medium
2011,China,33.9088,105.175,Tornado,7.5,126,8124816.64,32.1,Low
2017,India,18.7214,79.4656,Drought,5.0,655,13798026.7,27.9,Low
2022,Brazil,-13.265,-50.4295,Drought,3.2,1260,25778309.66,28.0,Low
2014,Japan,37.3891,136.9807,Drought,6.4,567,13490488.69,32.6,Low
2015,India,18.7509,79.3966,Hurricane/Typhoon,5.4,1078,90552253.46,41.4,Medium
2019,Italy,43.4946,11.0902,Earthquake,6.7,299,44934104.79,34.3,Low
2021,China,35.7171,104.3377,Wildfire,6.4,124,7904976.2,27.6,Low
2016,USA,35.4235,-96.9204,Hurricane/Typhoon,5.9,2295,133104624.22,59.9,Medium
2020,USA,36.809,-94.09,Wildfire,7.0,249,22715181.36,32.8,Low
2011,China,36.8822,106.159,Earthquake,7.4,327,45489825.68,37.4,Low
2023,Japan,36.2292,138.3068,Drought,4.2,1189,17811743.21,30.5,Low
2015,Australia,-25.0249,133.0052,Hurricane/Typhoon,8.9,1046,72440548.48,53.3,Medium
2023,Australia,-23.3726,133.652,Flood,4.3,1969,89164055.37,45.8,Medium
2020,USA,38.5381,-96.3403,Wildfire,8.7,248,25919825.54,39.9,Low
2023,UK,54.2229,-3.4229,Earthquake,7.9,155,25136281.55,35.7,Low
2018,Canada,54.9712,-105.6525,Earthquake,6.7,455,79305287.56,39.3,Low
2016,Mexico,24.0705,-103.9215,Drought,6.9,1438,31498804.63,45.1,Medium
2015,India,21.4959,77.8749,Earthquake,9.3,360,44818176.85,45.3,Medium
2020,Australia,-24.3632,135.0869,Earthquake,7.1,626,79642890.52,42.6,Medium
2021,India,21.6389,78.5763,Drought,4.4,386,11386890.06,22.6,Low
2022,UK,53.4479,-2.6126,Flood,7.2,1407,73818013.13,50.3,Medium
2017,USA,36.8,-96.1804,Hurricane/Typhoon,8.0,1180,90922953.34,52.9,Medium
2023,India,19.6859,77.2577,Flood,7.3,2124,122856496.08,62.7,Medium
2018,Canada,57.2549,-106.7797,Drought,5.8,611,9533342.73,30.3,Low
2010,China,35.3601,102.5958,Hurricane/Typhoon,6.1,1813,120179169.29,54.5,Medium
2019,Australia,-25.3826,135.2934,Flood,8.4,1894,98666000.85,62.4,Medium
2011,Italy,42.2292,12.8564,Hurricane/Typhoon,6.8,1642,122105671.7,55.8,Medium
2013,UK,54.4129,-3.3059,Earthquake,6.1,119,21953957.64,27.8,Low
2020,Philippines,13.8262,123.5988,Earthquake,8.7,269,27464040.13,40.2,Medium
2020,India,20.4332,78.292,Wildfire,8.2,311,28690739.73,38.8,Low
2014,Canada,54.6911,-105.771,Hurricane/Typhoon,8.2,496,44590631.5,42.2,Medium
2013,USA,39.0486,-96.2161,Hurricane/Typhoon,9.0,2365,218490177.64,81.5,High
2021,Australia,-25.1148,132.9006,Earthquake,6.2,127,18775275.72,27.9,Low
2011,Canada,57.2524,-106.213,Wildfire,8.8,139,12534292.6,37.8,Low
2016,India,21.1907,77.7235,Flood,7.1,1334,47966881.4,46.5,Medium
2011,Italy,43.8474,11.1688,Earthquake,6.6,639,77176609.26,40.5,Medium
2022,Brazil,-13.4597,-50.6392,Hurricane/Typhoon,5.1,2654,152946907.51,62.2,Medium
2020,China,35.4198,102.2242,Earthquake,6.5,278,41734799.43,33.0,Low
2021,UK,55.4995,-2.8155,Flood,7.7,1652,91183724.43,56.4,Medium
2023,Philippines,13.1774,120.5254,Flood,5.4,613,9918402.57,28.7,Low
2011,China,37.2388,105.3079,Hurricane/Typhoon,8.8,1641,151354948.82,66.7,Medium
2017,Canada,56.7627,-107.5332,Flood,8.5,1154,65932176.7,52.1,Medium
2012,Japan,35.6214,136.7992,Tornado,6.0,202,4348137.52,26.5,Low
2021,Mexico,25.0468,-103.7157,Flood,6.0,1013,24568746.92,36.6,Low
2014,India,21.848,77.3314,Flood,8.1,2315,47403488.43,60.3,Medium
2010,Philippines,11.3514,121.7264,Hurricane/Typhoon,8.0,1597,103657552.25,58.3,Medium
2010,Japan,34.5632,138.2776,Hurricane/Typhoon,7.0,2171,88943107.67,58.6,Medium
2015,India,20.2701,80.8063,Flood,5.6,1469,77334122.03,44.8,Medium
2022,India,21.9812,78.1628,Drought,3.3,1418,37156404.87,31.1,Low
2010,Italy,39.9334,14.4169,Wildfire,9.0,96,5745744.7,37.5,Low
2014,Japan,36.4583,136.7618,Flood,7.1,359,6373386.49,32.6,Low
2015,Mexico,25.0954,-101.9062,Earthquake,7.5,211,27495135.27,34.9,Low
2015,Japan,36.2744,136.8555,Tornado,7.0,196,14257950.36,31.4,Low
2016,USA,35.7395,-95.7198,Earthquake,8.2,321,49636110.7,41.0,Medium
2012,USA,35.1933,-97.596,Hurricane/Typhoon,7.9,891,84479822.88,49.0,Medium
2013,USA,36.5981,-95.316,Hurricane/Typhoon,5.6,361,21992114.36,28.2,Low
2018,Japan,35.8795,136.5153,Drought,4.9,950,25766668.1,31.7,Low
2016,Brazil,-15.6924,-51.5069,Hurricane/Typhoon,6.2,2223,208901844.53,67.9,Medium
2019,Japan,35.4915,138.4099,Drought,5.7,297,5808071.68,26.4,Low
2020,Philippines,14.2779,120.5551,Flood,4.6,784,19717468.95,28.2,Low
2022,USA,35.4692,-96.0946,Tornado,4.5,125,4380030.27,19.7,Low
2012,Philippines,12.0744,122.6118,Hurricane/Typhoon,7.4,2417,180380774.08,71.8,High
2012,Italy,42.9096,11.0868,Hurricane/Typhoon,7.6,2673,225025488.21,79.6,High
2012,Mexico,24.6217,-101.3509,Hurricane/Typhoon,8.2,1046,42738831.81,47.5,Medium
2011,China,37.2015,103.1413,Earthquake,6.0,542,74829269.72,36.9,Low
2019,Australia,-24.7551,135.038,Hurricane/Typhoon,6.8,1179,79218914.89,46.9,Medium
2023,Japan,35.9595,139.2298,Wildfire,7.3,395,29075089.45,36.1,Low
2016,Italy,40.8911,13.788,Hurricane/Typhoon,7.2,695,55656128.96,41.3,Medium
2019,Australia,-25.1937,132.0225,Earthquake,8.2,606,57659312.47,44.6,Medium
2020,Japan,36.0297,136.6945,Hurricane/Typhoon,6.2,1723,100660803.32,52.1,Medium
2013,India,22.5272,77.2919,Tornado,6.3,213,14739940.21,28.8,Low
2017,Italy,41.9136,11.1268,Wildfire,8.5,253,25638732.25,39.1,Low
2019,India,20.9937,77.5671,Tornado,6.4,282,11776142.06,29.6,Low
2012,Japan,37.9887,138.3735,Earthquake,6.4,219,34205364.89,31.2,Low
2013,Mexico,22.535,-100.8274,Wildfire,7.4,484,53279041.25,39.8,Low
2017,Australia,-23.4338,135.5656,Earthquake,9.2,481,90066932.23,50.6,Medium
2020,India,19.1345,80.7126,Flood,5.1,2476,111581949.39,56.3,Medium
2014,Japan,37.1338,138.6259,Flood,7.4,774,16618260.29,39.0,Low
2017,Mexico,24.6884,-101.322,Drought,4.0,426,9764641.0,21.2,Low
2014,India,19.3635,80.2973,Flood,8.3,1331,28376673.96,49.3,Medium
2020,India,21.4939,79.3037,Wildfire,5.9,195,18926049.64,27.4,Low
2010,UK,53.4131,-4.9608,Earthquake,6.4,693,105206810.89,43.1,Medium
2022,Japan,35.9531,139.539,Hurricane/Typhoon,7.4,929,41084248.34,43.0,Medium
2017,Canada,57.772,-106.9745,Earthquake,9.5,440,79445209.14,50.3,Medium
2014,Japan,36.7076,137.9536,Flood,7.2,2195,107841840.37,61.5,Medium
2020,Japan,34.6122,140.2404,Hurricane/Typhoon,7.4,1785,97242436.91,57.2,Medium
2018,Mexico,23.6081,-101.7436,Hurricane/Typhoon,5.2,730,67094325.27,34.8,Low
2012,Australia,-24.3738,132.8735,Earthquake,7.8,479,76657923.3,43.7,Medium
2011,Japan,35.6266,136.3017,Wildfire,7.2,556,36416426.24,38.0,Low
2017,India,19.653,80.9492,Tornado,6.2,320,22478310.9,30.2,Low
2015,India,20.6659,80.661,Earthquake,8.1,654,118102379.33,50.8,Medium
2019,China,34.2543,102.5697,Drought,4.0,1288,30206417.99,31.9,Low
2014,Italy,41.5573,12.135,Wildfire,6.6,500,54828156.17,36.9,Low
2020,Brazil,-14.1389,-50.1592,Tornado,6.8,231,13893287.55,30.9,Low
2016,USA,37.3577,-97.6134,Drought,3.4,944,24579782.25,25.5,Low
2021,Philippines,14.2677,120.7841,Tornado,5.5,137,5013918.95,23.9,Low
2014,UK,54.668,-2.6336,Hurricane/Typhoon,8.1,957,50302658.07,47.0,Medium
2017,UK,55.5591,-4.1425,Hurricane/Typhoon,6.4,1004,91045923.51,44.7,Medium
2023,Mexico,22.9651,-102.0844,Wildfire,8.8,283,20420541.42,40.1,Medium
2014,Australia,-23.6133,132.1317,Hurricane/Typhoon,7.5,2919,149369692.38,74.1,High
2013,India,19.6487,79.7896,Earthquake,8.8,420,71640450.66,46.6,Medium
2016,Canada,55.421,-107.8941,Hurricane/Typhoon,8.6,2930,215733314.11,85.3,High
2023,Philippines,13.023,121.3619,Wildfire,5.9,142,14173955.74,26.4,Low
2017,Italy,42.5228,13.9688,Flood,5.5,1649,54176333.85,43.9,Medium
2011,Canada,54.5445,-104.5157,Tornado,8.0,160,9088832.28,34.5,Low
2013,Canada,55.4253,-107.4407,Tornado,5.1,89,5344563.89,21.8,Low
2016,Australia,-25.292,135.103,Drought,4.0,562,10569600.34,22.7,Low
2019,Mexico,22.2115,-103.3628,Drought,6.4,1089,29140131.08,39.4,Low
2015,India,20.7949,79.2323,Hurricane/Typhoon,8.4,2679,171394410.01,77.5,High
2019,Brazil,-12.6206,-52.3716,Earthquake,8.8,422,74445496.97,46.9,Medium
2014,Japan,35.6809,139.8502,Drought,4.3,831,9590412.25,26.5,Low
2021,Philippines,12.1567,123.0798,Wildfire,8.6,181,10274193.25,37.2,Low
2014,Italy,43.812,13.3934,Hurricane/Typhoon,5.4,2774,148879097.31,64.2,Medium
2010,Australia,-24.4614,135.676,Tornado,5.0,147,8004965.73,22.3,Low
2023,USA,37.5652,-95.7215,Hurricane/Typhoon,8.8,1001,41368237.87,49.3,Medium
2020,India,21.1911,80.5434,Hurricane/Typhoon,7.8,561,45396355.95,41.3,Medium
2016,USA,37.9655,-95.431,Drought,5.9,1324,26236643.94,39.5,Low
2014,Philippines,14.641,123.7148,Flood,6.0,2405,111530116.45,59.2,Medium
2010,Australia,-26.3397,134.9637,Hurricane/Typhoon,6.6,2510,248014890.38,76.3,High
2019,China,37.3109,106.0736,Flood,7.4,690,34401979.57,39.9,Low
2023,USA,35.3445,-96.0552,Flood,4.9,934,49136127.52,33.9,Low
2020,USA,38.8053,-94.7953,Earthquake,6.3,463,68931600.54,36.7,Low
2022,Canada,55.6798,-106.7097,Wildfire,5.6,401,25186518.02,28.9,Low
2021,Australia,-26.5604,133.4914,Earthquake,6.3,316,40502140.46,32.4,Low
2010,Japan,38.1425,138.782,Earthquake,8.6,586,65006233.56,46.8,Medium
2019,Italy,40.1136,12.7885,Wildfire,5.4,51,5990051.13,22.7,Low
2021,Brazil,-16.2114,-52.381,Flood,8.1,1735,93119424.58,59.1,Medium
2017,Canada,54.8839,-105.8565,Flood,5.0,1614,31252624.7,39.3,Low
2023,Philippines,11.4887,121.2667,Flood,6.0,927,35068217.87,36.8,Low
